,Type,Maker,Model,Years,Sales
2106,PEV,Volvo,XC60,2015,0.0
2107,PEV,Volvo,XC60,2016,0.0
2108,PEV,Volvo,XC60,2017,518.0
2109,PEV,Volvo,XC90,1999,0.0
2110,PEV,Volvo,XC90,2000,0.0
2111,PEV,Volvo,XC90,2001,0.0
2112,PEV,Volvo,XC90,2002,0.0
2113,PEV,Volvo,XC90,2003,0.0
2114,PEV,Volvo,XC90,2004,0.0
2115,PEV,Volvo,XC90,2005,0.0
2116,PEV,Volvo,XC90,2006,0.0
2117,PEV,Volvo,XC90,2007,0.0
2118,PEV,Volvo,XC90,2008,0.0
2119,PEV,Volvo,XC90,2009,0.0
2120,PEV,Volvo,XC90,2010,0.0
2121,PEV,Volvo,XC90,2011,0.0
2122,PEV,Volvo,XC90,2012,0.0
2123,PEV,Volvo,XC90,2013,0.0
2124,PEV,Volvo,XC90,2014,0.0
2125,PEV,Volvo,XC90,2015,86.0
2126,PEV,Volvo,XC90,2016,2015.0
2127,PEV,Volvo,XC90,2017,2196.0
