,Type,Maker,Model,Years,Sales,Debut
541,HEV,Hyundai,Sonata,2008,0,2011
542,HEV,Hyundai,Sonata,2009,0,2011
543,HEV,Hyundai,Sonata,2010,0,2011
544,HEV,Hyundai,Sonata,2011,17366,2011
545,HEV,Hyundai,Sonata,2012,20754,2011
546,HEV,Hyundai,Sonata,2013,21559,2011
547,HEV,Hyundai,Sonata,2014,21052,2011
548,HEV,Hyundai,Sonata,2015,19908,2011
549,HEV,Hyundai,Sonata,2016,18961,2011
550,HEV,Hyundai,Sonata,2017,10338,2011
551,HEV,Infiniti,M35h/Q70,1999,0,2011
552,HEV,Infiniti,M35h/Q70,2000,0,2011
553,HEV,Infiniti,M35h/Q70,2001,0,2011
554,HEV,Infiniti,M35h/Q70,2002,0,2011
555,HEV,Infiniti,M35h/Q70,2003,0,2011
556,HEV,Infiniti,M35h/Q70,2004,0,2011
557,HEV,Infiniti,M35h/Q70,2005,0,2011
558,HEV,Infiniti,M35h/Q70,2006,0,2011
559,HEV,Infiniti,M35h/Q70,2007,0,2011
560,HEV,Infiniti,M35h/Q70,2008,0,2011
561,HEV,Infiniti,M35h/Q70,2009,0,2011
562,HEV,Infiniti,M35h/Q70,2010,0,2011
563,HEV,Infiniti,M35h/Q70,2011,378,2011
564,HEV,Infiniti,M35h/Q70,2012,691,2011
565,HEV,Infiniti,M35h/Q70,2013,475,2011
566,HEV,Infiniti,M35h/Q70,2014,180,2011
567,HEV,Infiniti,M35h/Q70,2015,176,2011
568,HEV,Infiniti,M35h/Q70,2016,118,2011
569,HEV,Infiniti,M35h/Q70,2017,58,2011
570,HEV,Infiniti,Q50,1999,0,2013
571,HEV,Infiniti,Q50,2000,0,2013
572,HEV,Infiniti,Q50,2001,0,2013
573,HEV,Infiniti,Q50,2002,0,2013
574,HEV,Infiniti,Q50,2003,0,2013
575,HEV,Infiniti,Q50,2004,0,2013
576,HEV,Infiniti,Q50,2005,0,2013
577,HEV,Infiniti,Q50,2006,0,2013
578,HEV,Infiniti,Q50,2007,0,2013
579,HEV,Infiniti,Q50,2008,0,2013
580,HEV,Infiniti,Q50,2009,0,2013
581,HEV,Infiniti,Q50,2010,0,2013
582,HEV,Infiniti,Q50,2011,0,2013
583,HEV,Infiniti,Q50,2012,0,2013
584,HEV,Infiniti,Q50,2013,307,2013
585,HEV,Infiniti,Q50,2014,3456,2013
586,HEV,Infiniti,Q50,2015,4012,2013
587,HEV,Infiniti,Q50,2016,1998,2013
588,HEV,Infiniti,Q50,2017,870,2013
589,HEV,Infiniti,QX60,1999,0,2013
590,HEV,Infiniti,QX60,2000,0,2013
591,HEV,Infiniti,QX60,2001,0,2013
592,HEV,Infiniti,QX60,2002,0,2013
593,HEV,Infiniti,QX60,2003,0,2013
594,HEV,Infiniti,QX60,2004,0,2013
595,HEV,Infiniti,QX60,2005,0,2013
596,HEV,Infiniti,QX60,2006,0,2013
597,HEV,Infiniti,QX60,2007,0,2013
598,HEV,Infiniti,QX60,2008,0,2013
599,HEV,Infiniti,QX60,2009,0,2013
600,HEV,Infiniti,QX60,2010,0,2013
601,HEV,Infiniti,QX60,2011,0,2013
602,HEV,Infiniti,QX60,2012,0,2013
603,HEV,Infiniti,QX60,2013,676,2013
604,HEV,Infiniti,QX60,2014,1678,2013
605,HEV,Infiniti,QX60,2015,2356,2013
606,HEV,Infiniti,QX60,2016,1114,2013
607,HEV,Infiniti,QX60,2017,298,2013
608,HEV,Kia,Niro Hybrid,1999,0,2017
609,HEV,Kia,Niro Hybrid,2000,0,2017
610,HEV,Kia,Niro Hybrid,2001,0,2017
611,HEV,Kia,Niro Hybrid,2002,0,2017
612,HEV,Kia,Niro Hybrid,2003,0,2017
613,HEV,Kia,Niro Hybrid,2004,0,2017
614,HEV,Kia,Niro Hybrid,2005,0,2017
615,HEV,Kia,Niro Hybrid,2006,0,2017
616,HEV,Kia,Niro Hybrid,2007,0,2017
617,HEV,Kia,Niro Hybrid,2008,0,2017
618,HEV,Kia,Niro Hybrid,2009,0,2017
619,HEV,Kia,Niro Hybrid,2010,0,2017
620,HEV,Kia,Niro Hybrid,2011,0,2017
621,HEV,Kia,Niro Hybrid,2012,0,2017
622,HEV,Kia,Niro Hybrid,2013,0,2017
623,HEV,Kia,Niro Hybrid,2014,0,2017
624,HEV,Kia,Niro Hybrid,2015,0,2017
625,HEV,Kia,Niro Hybrid,2016,0,2017
626,HEV,Kia,Niro Hybrid,2017,27195,2017
627,HEV,Kia,Optima,1999,0,2012
628,HEV,Kia,Optima,2000,0,2012
629,HEV,Kia,Optima,2001,0,2012
630,HEV,Kia,Optima,2002,0,2012
631,HEV,Kia,Optima,2003,0,2012
632,HEV,Kia,Optima,2004,0,2012
633,HEV,Kia,Optima,2005,0,2012
634,HEV,Kia,Optima,2006,0,2012
635,HEV,Kia,Optima,2007,0,2012
636,HEV,Kia,Optima,2008,0,2012
637,HEV,Kia,Optima,2009,0,2012
638,HEV,Kia,Optima,2010,0,2012
639,HEV,Kia,Optima,2011,0,2012
640,HEV,Kia,Optima,2012,10245,2012
641,HEV,Kia,Optima,2013,13919,2012
642,HEV,Kia,Optima,2014,13776,2012
643,HEV,Kia,Optima,2015,11492,2012
644,HEV,Kia,Optima,2016,6142,2012
645,HEV,Kia,Optima,2017,5589,2012
646,HEV,Lexus,CT 200h,1999,0,2011
647,HEV,Lexus,CT 200h,2000,0,2011
648,HEV,Lexus,CT 200h,2001,0,2011
649,HEV,Lexus,CT 200h,2002,0,2011
650,HEV,Lexus,CT 200h,2003,0,2011
651,HEV,Lexus,CT 200h,2004,0,2011
652,HEV,Lexus,CT 200h,2005,0,2011
653,HEV,Lexus,CT 200h,2006,0,2011
654,HEV,Lexus,CT 200h,2007,0,2011
655,HEV,Lexus,CT 200h,2008,0,2011
656,HEV,Lexus,CT 200h,2009,0,2011
657,HEV,Lexus,CT 200h,2010,0,2011
658,HEV,Lexus,CT 200h,2011,14381,2011
659,HEV,Lexus,CT 200h,2012,17831,2011
660,HEV,Lexus,CT 200h,2013,15071,2011
661,HEV,Lexus,CT 200h,2014,17673,2011
662,HEV,Lexus,CT 200h,2015,14657,2011
663,HEV,Lexus,CT 200h,2016,8903,2011
664,HEV,Lexus,CT 200h,2017,4682,2011
665,HEV,Lexus,ES Hybrid,1999,0,2012
666,HEV,Lexus,ES Hybrid,2000,0,2012
667,HEV,Lexus,ES Hybrid,2001,0,2012
668,HEV,Lexus,ES Hybrid,2002,0,2012
669,HEV,Lexus,ES Hybrid,2003,0,2012
670,HEV,Lexus,ES Hybrid,2004,0,2012
671,HEV,Lexus,ES Hybrid,2005,0,2012
672,HEV,Lexus,ES Hybrid,2006,0,2012
673,HEV,Lexus,ES Hybrid,2007,0,2012
674,HEV,Lexus,ES Hybrid,2008,0,2012
675,HEV,Lexus,ES Hybrid,2009,0,2012
676,HEV,Lexus,ES Hybrid,2010,0,2012
677,HEV,Lexus,ES Hybrid,2011,0,2012
678,HEV,Lexus,ES Hybrid,2012,7027,2012
679,HEV,Lexus,ES Hybrid,2013,16562,2012
680,HEV,Lexus,ES Hybrid,2014,14837,2012
681,HEV,Lexus,ES Hybrid,2015,11241,2012
682,HEV,Lexus,ES Hybrid,2016,7645,2012
683,HEV,Lexus,ES Hybrid,2017,5394,2012
684,HEV,Lexus,GS 450h,1999,0,2006
685,HEV,Lexus,GS 450h,2000,0,2006
686,HEV,Lexus,GS 450h,2001,0,2006
687,HEV,Lexus,GS 450h,2002,0,2006
688,HEV,Lexus,GS 450h,2003,0,2006
689,HEV,Lexus,GS 450h,2004,0,2006
690,HEV,Lexus,GS 450h,2005,0,2006
691,HEV,Lexus,GS 450h,2006,1784,2006
692,HEV,Lexus,GS 450h,2007,1645,2006
693,HEV,Lexus,GS 450h,2008,678,2006
694,HEV,Lexus,GS 450h,2009,469,2006
695,HEV,Lexus,GS 450h,2010,305,2006
696,HEV,Lexus,GS 450h,2011,282,2006
697,HEV,Lexus,GS 450h,2012,615,2006
698,HEV,Lexus,GS 450h,2013,522,2006
699,HEV,Lexus,GS 450h,2014,183,2006
700,HEV,Lexus,GS 450h,2015,91,2006
701,HEV,Lexus,GS 450h,2016,70,2006
702,HEV,Lexus,GS 450h,2017,50,2006
703,HEV,Lexus,HS 250h,1999,0,2009
704,HEV,Lexus,HS 250h,2000,0,2009
705,HEV,Lexus,HS 250h,2001,0,2009
706,HEV,Lexus,HS 250h,2002,0,2009
707,HEV,Lexus,HS 250h,2003,0,2009
708,HEV,Lexus,HS 250h,2004,0,2009
709,HEV,Lexus,HS 250h,2005,0,2009
710,HEV,Lexus,HS 250h,2006,0,2009
711,HEV,Lexus,HS 250h,2007,0,2009
712,HEV,Lexus,HS 250h,2008,0,2009
713,HEV,Lexus,HS 250h,2009,6699,2009
714,HEV,Lexus,HS 250h,2010,10663,2009
715,HEV,Lexus,HS 250h,2011,2864,2009
716,HEV,Lexus,HS 250h,2012,650,2009
717,HEV,Lexus,HS 250h,2013,4,2009
718,HEV,Lexus,HS 250h,2014,0,2009
719,HEV,Lexus,HS 250h,2015,0,2009
720,HEV,Lexus,HS 250h,2016,0,2009
721,HEV,Lexus,HS 250h,2017,8,2009
722,HEV,Lexus,LC 500h,1999,0,2017
723,HEV,Lexus,LC 500h,2000,0,2017
724,HEV,Lexus,LC 500h,2001,0,2017
725,HEV,Lexus,LC 500h,2002,0,2017
726,HEV,Lexus,LC 500h,2003,0,2017
727,HEV,Lexus,LC 500h,2004,0,2017
728,HEV,Lexus,LC 500h,2005,0,2017
729,HEV,Lexus,LC 500h,2006,0,2017
730,HEV,Lexus,LC 500h,2007,0,2017
731,HEV,Lexus,LC 500h,2008,0,2017
732,HEV,Lexus,LC 500h,2009,0,2017
733,HEV,Lexus,LC 500h,2010,0,2017
734,HEV,Lexus,LC 500h,2011,0,2017
735,HEV,Lexus,LC 500h,2012,0,2017
736,HEV,Lexus,LC 500h,2013,0,2017
737,HEV,Lexus,LC 500h,2014,0,2017
738,HEV,Lexus,LC 500h,2015,0,2017
739,HEV,Lexus,LC 500h,2016,0,2017
740,HEV,Lexus,LC 500h,2017,118,2017
741,HEV,Lexus,LS600h / LS500h,1999,0,2007
742,HEV,Lexus,LS600h / LS500h,2000,0,2007
743,HEV,Lexus,LS600h / LS500h,2001,0,2007
744,HEV,Lexus,LS600h / LS500h,2002,0,2007
745,HEV,Lexus,LS600h / LS500h,2003,0,2007
746,HEV,Lexus,LS600h / LS500h,2004,0,2007
747,HEV,Lexus,LS600h / LS500h,2005,0,2007
748,HEV,Lexus,LS600h / LS500h,2006,0,2007
749,HEV,Lexus,LS600h / LS500h,2007,937,2007
750,HEV,Lexus,LS600h / LS500h,2008,907,2007
751,HEV,Lexus,LS600h / LS500h,2009,258,2007
752,HEV,Lexus,LS600h / LS500h,2010,129,2007
753,HEV,Lexus,LS600h / LS500h,2011,85,2007
754,HEV,Lexus,LS600h / LS500h,2012,54,2007
755,HEV,Lexus,LS600h / LS500h,2013,115,2007
756,HEV,Lexus,LS600h / LS500h,2014,65,2007
757,HEV,Lexus,LS600h / LS500h,2015,47,2007
758,HEV,Lexus,LS600h / LS500h,2016,40,2007
759,HEV,Lexus,LS600h / LS500h,2017,0,2007
760,HEV,Lexus,NX Hybrid,1999,0,2014
761,HEV,Lexus,NX Hybrid,2000,0,2014
762,HEV,Lexus,NX Hybrid,2001,0,2014
763,HEV,Lexus,NX Hybrid,2002,0,2014
764,HEV,Lexus,NX Hybrid,2003,0,2014
765,HEV,Lexus,NX Hybrid,2004,0,2014
766,HEV,Lexus,NX Hybrid,2005,0,2014
767,HEV,Lexus,NX Hybrid,2006,0,2014
768,HEV,Lexus,NX Hybrid,2007,0,2014
769,HEV,Lexus,NX Hybrid,2008,0,2014
770,HEV,Lexus,NX Hybrid,2009,0,2014
771,HEV,Lexus,NX Hybrid,2010,0,2014
772,HEV,Lexus,NX Hybrid,2011,0,2014
773,HEV,Lexus,NX Hybrid,2012,0,2014
774,HEV,Lexus,NX Hybrid,2013,0,2014
775,HEV,Lexus,NX Hybrid,2014,354,2014
776,HEV,Lexus,NX Hybrid,2015,2573,2014
777,HEV,Lexus,NX Hybrid,2016,2842,2014
778,HEV,Lexus,NX Hybrid,2017,3323,2014
779,HEV,Lexus,RX400h (RX450h),1999,0,2005
780,HEV,Lexus,RX400h (RX450h),2000,0,2005
781,HEV,Lexus,RX400h (RX450h),2001,0,2005
782,HEV,Lexus,RX400h (RX450h),2002,0,2005
783,HEV,Lexus,RX400h (RX450h),2003,0,2005
784,HEV,Lexus,RX400h (RX450h),2004,0,2005
785,HEV,Lexus,RX400h (RX450h),2005,20674,2005
786,HEV,Lexus,RX400h (RX450h),2006,20161,2005
787,HEV,Lexus,RX400h (RX450h),2007,17291,2005
788,HEV,Lexus,RX400h (RX450h),2008,15200,2005
789,HEV,Lexus,RX400h (RX450h),2009,14464,2005
790,HEV,Lexus,RX400h (RX450h),2010,15119,2005
791,HEV,Lexus,RX400h (RX450h),2011,10723,2005
792,HEV,Lexus,RX400h (RX450h),2012,12223,2005
793,HEV,Lexus,RX400h (RX450h),2013,11307,2005
794,HEV,Lexus,RX400h (RX450h),2014,9351,2005
795,HEV,Lexus,RX400h (RX450h),2015,7722,2005
796,HEV,Lexus,RX400h (RX450h),2016,8561,2005
797,HEV,Lexus,RX400h (RX450h),2017,8568,2005
798,HEV,Lincoln,MKZ Hybrid,1999,0,2010
799,HEV,Lincoln,MKZ Hybrid,2000,0,2010
800,HEV,Lincoln,MKZ Hybrid,2001,0,2010
801,HEV,Lincoln,MKZ Hybrid,2002,0,2010
802,HEV,Lincoln,MKZ Hybrid,2003,0,2010
803,HEV,Lincoln,MKZ Hybrid,2004,0,2010
804,HEV,Lincoln,MKZ Hybrid,2005,0,2010
805,HEV,Lincoln,MKZ Hybrid,2006,0,2010
806,HEV,Lincoln,MKZ Hybrid,2007,0,2010
807,HEV,Lincoln,MKZ Hybrid,2008,0,2010
808,HEV,Lincoln,MKZ Hybrid,2009,0,2010
809,HEV,Lincoln,MKZ Hybrid,2010,1192,2010
810,HEV,Lincoln,MKZ Hybrid,2011,5739,2010
811,HEV,Lincoln,MKZ Hybrid,2012,6067,2010
812,HEV,Lincoln,MKZ Hybrid,2013,7469,2010
813,HEV,Lincoln,MKZ Hybrid,2014,10033,2010
814,HEV,Lincoln,MKZ Hybrid,2015,8403,2010
815,HEV,Lincoln,MKZ Hybrid,2016,7219,2010
816,HEV,Lincoln,MKZ Hybrid,2017,5931,2010
817,HEV,Mazda,Tribute,1999,0,2010
818,HEV,Mazda,Tribute,2000,0,2010
819,HEV,Mazda,Tribute,2001,0,2010
820,HEV,Mazda,Tribute,2002,0,2010
821,HEV,Mazda,Tribute,2003,0,2010
822,HEV,Mazda,Tribute,2004,0,2010
823,HEV,Mazda,Tribute,2005,0,2010
824,HEV,Mazda,Tribute,2006,0,2010
825,HEV,Mazda,Tribute,2007,0,2010
826,HEV,Mazda,Tribute,2008,0,2010
827,HEV,Mazda,Tribute,2009,0,2010
828,HEV,Mazda,Tribute,2010,570,2010
829,HEV,Mazda,Tribute,2011,484,2010
830,HEV,Mazda,Tribute,2012,90,2010
831,HEV,Mazda,Tribute,2013,0,2010
832,HEV,Mazda,Tribute,2014,0,2010
833,HEV,Mazda,Tribute,2015,0,2010
834,HEV,Mazda,Tribute,2016,0,2010
835,HEV,Mazda,Tribute,2017,0,2010
836,HEV,Mercedes,E400H,1999,0,2013
837,HEV,Mercedes,E400H,2000,0,2013
838,HEV,Mercedes,E400H,2001,0,2013
839,HEV,Mercedes,E400H,2002,0,2013
840,HEV,Mercedes,E400H,2003,0,2013
841,HEV,Mercedes,E400H,2004,0,2013
842,HEV,Mercedes,E400H,2005,0,2013
843,HEV,Mercedes,E400H,2006,0,2013
844,HEV,Mercedes,E400H,2007,0,2013
845,HEV,Mercedes,E400H,2008,0,2013
846,HEV,Mercedes,E400H,2009,0,2013
847,HEV,Mercedes,E400H,2010,0,2013
848,HEV,Mercedes,E400H,2011,0,2013
849,HEV,Mercedes,E400H,2012,0,2013
850,HEV,Mercedes,E400H,2013,282,2013
851,HEV,Mercedes,E400H,2014,158,2013
852,HEV,Mercedes,E400H,2015,53,2013
853,HEV,Mercedes,E400H,2016,14,2013
854,HEV,Mercedes,E400H,2017,2,2013
855,HEV,Mercedes,ML450h,1999,0,2010
856,HEV,Mercedes,ML450h,2000,0,2010
857,HEV,Mercedes,ML450h,2001,0,2010
858,HEV,Mercedes,ML450h,2002,0,2010
859,HEV,Mercedes,ML450h,2003,0,2010
860,HEV,Mercedes,ML450h,2004,0,2010
861,HEV,Mercedes,ML450h,2005,0,2010
862,HEV,Mercedes,ML450h,2006,0,2010
863,HEV,Mercedes,ML450h,2007,0,2010
864,HEV,Mercedes,ML450h,2008,0,2010
865,HEV,Mercedes,ML450h,2009,0,2010
866,HEV,Mercedes,ML450h,2010,627,2010
867,HEV,Mercedes,ML450h,2011,1,2010
868,HEV,Mercedes,ML450h,2012,22,2010
869,HEV,Mercedes,ML450h,2013,11,2010
870,HEV,Mercedes,ML450h,2014,20,2010
871,HEV,Mercedes,ML450h,2015,10,2010
872,HEV,Mercedes,ML450h,2016,1,2010
873,HEV,Mercedes,ML450h,2017,0,2010
874,HEV,Mercedes,S400HV,1999,0,2010
875,HEV,Mercedes,S400HV,2000,0,2010
876,HEV,Mercedes,S400HV,2001,0,2010
877,HEV,Mercedes,S400HV,2002,0,2010
878,HEV,Mercedes,S400HV,2003,0,2010
879,HEV,Mercedes,S400HV,2004,0,2010
880,HEV,Mercedes,S400HV,2005,0,2010
881,HEV,Mercedes,S400HV,2006,0,2010
882,HEV,Mercedes,S400HV,2007,0,2010
883,HEV,Mercedes,S400HV,2008,0,2010
884,HEV,Mercedes,S400HV,2009,0,2010
885,HEV,Mercedes,S400HV,2010,801,2010
886,HEV,Mercedes,S400HV,2011,309,2010
887,HEV,Mercedes,S400HV,2012,121,2010
888,HEV,Mercedes,S400HV,2013,64,2010
889,HEV,Mercedes,S400HV,2014,10,2010
890,HEV,Mercedes,S400HV,2015,1,2010
891,HEV,Mercedes,S400HV,2016,0,2010
892,HEV,Mercedes,S400HV,2017,1,2010
893,HEV,Mercury,Mariner,1999,0,2005
894,HEV,Mercury,Mariner,2000,0,2005
895,HEV,Mercury,Mariner,2001,0,2005
896,HEV,Mercury,Mariner,2002,0,2005
897,HEV,Mercury,Mariner,2003,0,2005
898,HEV,Mercury,Mariner,2004,0,2005
899,HEV,Mercury,Mariner,2005,998,2005
900,HEV,Mercury,Mariner,2006,3174,2005
901,HEV,Mercury,Mariner,2007,3722,2005
902,HEV,Mercury,Mariner,2008,2329,2005
903,HEV,Mercury,Mariner,2009,1693,2005
904,HEV,Mercury,Mariner,2010,890,2005
905,HEV,Mercury,Mariner,2011,0,2005
906,HEV,Mercury,Mariner,2012,0,2005
907,HEV,Mercury,Mariner,2013,0,2005
908,HEV,Mercury,Mariner,2014,0,2005
909,HEV,Mercury,Mariner,2015,0,2005
910,HEV,Mercury,Mariner,2016,0,2005
911,HEV,Mercury,Mariner,2017,0,2005
912,HEV,Mercury,Milan,1999,0,2009
913,HEV,Mercury,Milan,2000,0,2009
914,HEV,Mercury,Milan,2001,0,2009
915,HEV,Mercury,Milan,2002,0,2009
916,HEV,Mercury,Milan,2003,0,2009
917,HEV,Mercury,Milan,2004,0,2009
918,HEV,Mercury,Milan,2005,0,2009
919,HEV,Mercury,Milan,2006,0,2009
920,HEV,Mercury,Milan,2007,0,2009
921,HEV,Mercury,Milan,2008,0,2009
922,HEV,Mercury,Milan,2009,1468,2009
923,HEV,Mercury,Milan,2010,1416,2009
924,HEV,Mercury,Milan,2011,0,2009
925,HEV,Mercury,Milan,2012,0,2009
926,HEV,Mercury,Milan,2013,0,2009
927,HEV,Mercury,Milan,2014,0,2009
928,HEV,Mercury,Milan,2015,0,2009
929,HEV,Mercury,Milan,2016,0,2009
930,HEV,Mercury,Milan,2017,0,2009
931,HEV,Nissan,Altima,1999,0,2007
932,HEV,Nissan,Altima,2000,0,2007
933,HEV,Nissan,Altima,2001,0,2007
934,HEV,Nissan,Altima,2002,0,2007
935,HEV,Nissan,Altima,2003,0,2007
936,HEV,Nissan,Altima,2004,0,2007
937,HEV,Nissan,Altima,2005,0,2007
938,HEV,Nissan,Altima,2006,0,2007
939,HEV,Nissan,Altima,2007,8388,2007
940,HEV,Nissan,Altima,2008,8819,2007
941,HEV,Nissan,Altima,2009,9357,2007
942,HEV,Nissan,Altima,2010,6710,2007
943,HEV,Nissan,Altima,2011,3236,2007
944,HEV,Nissan,Altima,2012,103,2007
945,HEV,Nissan,Altima,2013,0,2007
946,HEV,Nissan,Altima,2014,0,2007
947,HEV,Nissan,Altima,2015,0,2007
948,HEV,Nissan,Altima,2016,0,2007
949,HEV,Nissan,Altima,2017,0,2007
950,HEV,Nissan,Pathfinder Hybrid,1999,0,2013
951,HEV,Nissan,Pathfinder Hybrid,2000,0,2013
952,HEV,Nissan,Pathfinder Hybrid,2001,0,2013
953,HEV,Nissan,Pathfinder Hybrid,2002,0,2013
954,HEV,Nissan,Pathfinder Hybrid,2003,0,2013
955,HEV,Nissan,Pathfinder Hybrid,2004,0,2013
956,HEV,Nissan,Pathfinder Hybrid,2005,0,2013
957,HEV,Nissan,Pathfinder Hybrid,2006,0,2013
958,HEV,Nissan,Pathfinder Hybrid,2007,0,2013
959,HEV,Nissan,Pathfinder Hybrid,2008,0,2013
960,HEV,Nissan,Pathfinder Hybrid,2009,0,2013
961,HEV,Nissan,Pathfinder Hybrid,2010,0,2013
962,HEV,Nissan,Pathfinder Hybrid,2011,0,2013
963,HEV,Nissan,Pathfinder Hybrid,2012,0,2013
964,HEV,Nissan,Pathfinder Hybrid,2013,334,2013
965,HEV,Nissan,Pathfinder Hybrid,2014,2480,2013
966,HEV,Nissan,Pathfinder Hybrid,2015,2245,2013
967,HEV,Nissan,Pathfinder Hybrid,2016,816,2013
968,HEV,Nissan,Pathfinder Hybrid,2017,389,2013
969,HEV,Nissan,Rogue,1999,0,2017
970,HEV,Nissan,Rogue,2000,0,2017
971,HEV,Nissan,Rogue,2001,0,2017
972,HEV,Nissan,Rogue,2002,0,2017
973,HEV,Nissan,Rogue,2003,0,2017
974,HEV,Nissan,Rogue,2004,0,2017
975,HEV,Nissan,Rogue,2005,0,2017
976,HEV,Nissan,Rogue,2006,0,2017
977,HEV,Nissan,Rogue,2007,0,2017
978,HEV,Nissan,Rogue,2008,0,2017
979,HEV,Nissan,Rogue,2009,0,2017
980,HEV,Nissan,Rogue,2010,0,2017
981,HEV,Nissan,Rogue,2011,0,2017
982,HEV,Nissan,Rogue,2012,0,2017
983,HEV,Nissan,Rogue,2013,0,2017
984,HEV,Nissan,Rogue,2014,0,2017
985,HEV,Nissan,Rogue,2015,0,2017
986,HEV,Nissan,Rogue,2016,0,2017
987,HEV,Nissan,Rogue,2017,1066,2017
988,HEV,Porsche,Cayenne,1999,0,2010
989,HEV,Porsche,Cayenne,2000,0,2010
990,HEV,Porsche,Cayenne,2001,0,2010
991,HEV,Porsche,Cayenne,2002,0,2010
992,HEV,Porsche,Cayenne,2003,0,2010
993,HEV,Porsche,Cayenne,2004,0,2010
994,HEV,Porsche,Cayenne,2005,0,2010
995,HEV,Porsche,Cayenne,2006,0,2010
996,HEV,Porsche,Cayenne,2007,0,2010
997,HEV,Porsche,Cayenne,2008,0,2010
998,HEV,Porsche,Cayenne,2009,0,2010
999,HEV,Porsche,Cayenne,2010,206,2010
1000,HEV,Porsche,Cayenne,2011,1571,2010
1001,HEV,Porsche,Cayenne,2012,1180,2010
1002,HEV,Porsche,Cayenne,2013,615,2010
1003,HEV,Porsche,Cayenne,2014,650,2010
1004,HEV,Porsche,Cayenne,2015,0,2010
1005,HEV,Porsche,Cayenne,2016,0,2010
1006,HEV,Porsche,Cayenne,2017,0,2010
1007,HEV,Porsche,Panamera S,1999,0,2011
1008,HEV,Porsche,Panamera S,2000,0,2011
1009,HEV,Porsche,Panamera S,2001,0,2011
1010,HEV,Porsche,Panamera S,2002,0,2011
1011,HEV,Porsche,Panamera S,2003,0,2011
1012,HEV,Porsche,Panamera S,2004,0,2011
1013,HEV,Porsche,Panamera S,2005,0,2011
1014,HEV,Porsche,Panamera S,2006,0,2011
1015,HEV,Porsche,Panamera S,2007,0,2011
1016,HEV,Porsche,Panamera S,2008,0,2011
1017,HEV,Porsche,Panamera S,2009,0,2011
1018,HEV,Porsche,Panamera S,2010,0,2011
1019,HEV,Porsche,Panamera S,2011,52,2011
1020,HEV,Porsche,Panamera S,2012,570,2011
1021,HEV,Porsche,Panamera S,2013,113,2011
1022,HEV,Porsche,Panamera S,2014,0,2011
1023,HEV,Porsche,Panamera S,2015,0,2011
1024,HEV,Porsche,Panamera S,2016,0,2011
1025,HEV,Porsche,Panamera S,2017,0,2011
1026,HEV,Saturn,Aura,1999,0,2007
1027,HEV,Saturn,Aura,2000,0,2007
1028,HEV,Saturn,Aura,2001,0,2007
1029,HEV,Saturn,Aura,2002,0,2007
1030,HEV,Saturn,Aura,2003,0,2007
1031,HEV,Saturn,Aura,2004,0,2007
1032,HEV,Saturn,Aura,2005,0,2007
1033,HEV,Saturn,Aura,2006,0,2007
1034,HEV,Saturn,Aura,2007,772,2007
1035,HEV,Saturn,Aura,2008,285,2007
1036,HEV,Saturn,Aura,2009,527,2007
1037,HEV,Saturn,Aura,2010,54,2007
1038,HEV,Saturn,Aura,2011,0,2007
1039,HEV,Saturn,Aura,2012,0,2007
1040,HEV,Saturn,Aura,2013,0,2007
1041,HEV,Saturn,Aura,2014,0,2007
1042,HEV,Saturn,Aura,2015,0,2007
1043,HEV,Saturn,Aura,2016,0,2007
1044,HEV,Saturn,Aura,2017,0,2007
1045,HEV,Saturn,Vue,1999,0,2007
1046,HEV,Saturn,Vue,2000,0,2007
1047,HEV,Saturn,Vue,2001,0,2007
1048,HEV,Saturn,Vue,2002,0,2007
1049,HEV,Saturn,Vue,2003,0,2007
1050,HEV,Saturn,Vue,2004,0,2007
1051,HEV,Saturn,Vue,2005,0,2007
1052,HEV,Saturn,Vue,2006,0,2007
1053,HEV,Saturn,Vue,2007,4403,2007
1054,HEV,Saturn,Vue,2008,2920,2007
1055,HEV,Saturn,Vue,2009,2656,2007
1056,HEV,Saturn,Vue,2010,50,2007
1057,HEV,Saturn,Vue,2011,0,2007
1058,HEV,Saturn,Vue,2012,0,2007
1059,HEV,Saturn,Vue,2013,0,2007
1060,HEV,Saturn,Vue,2014,0,2007
1061,HEV,Saturn,Vue,2015,0,2007
1062,HEV,Saturn,Vue,2016,0,2007
1063,HEV,Saturn,Vue,2017,0,2007
1064,HEV,Subaru,XV Crosstrek,1999,0,2014
1065,HEV,Subaru,XV Crosstrek,2000,0,2014
1066,HEV,Subaru,XV Crosstrek,2001,0,2014
1067,HEV,Subaru,XV Crosstrek,2002,0,2014
1068,HEV,Subaru,XV Crosstrek,2003,0,2014
1069,HEV,Subaru,XV Crosstrek,2004,0,2014
1070,HEV,Subaru,XV Crosstrek,2005,0,2014
1071,HEV,Subaru,XV Crosstrek,2006,0,2014
1072,HEV,Subaru,XV Crosstrek,2007,0,2014
1073,HEV,Subaru,XV Crosstrek,2008,0,2014
1074,HEV,Subaru,XV Crosstrek,2009,0,2014
1075,HEV,Subaru,XV Crosstrek,2010,0,2014
1076,HEV,Subaru,XV Crosstrek,2011,0,2014
1077,HEV,Subaru,XV Crosstrek,2012,0,2014
1078,HEV,Subaru,XV Crosstrek,2013,0,2014
1079,HEV,Subaru,XV Crosstrek,2014,7926,2014
1080,HEV,Subaru,XV Crosstrek,2015,5589,2014
1081,HEV,Subaru,XV Crosstrek,2016,2173,2014
